Timestep,Iteration,Total Reward,Suboptimal Arms,Regret
60000,94,53945,1,0.1
80000,94,71816,1,0.1
100000,94,90112,1,0.1
2,95,1,1,0.1
3,95,2,1,0.1
100,95,88,1,0.1
200,95,185,1,0.1
2000,95,1788,1,0.1
10000,95,8977,1,0.1
20000,95,18009,1,0.1
40000,95,36041,1,0.1
60000,95,53921,1,0.1
80000,95,72140,1,0.1
100000,95,90053,1,0.1
2,96,2,1,0.1
3,96,3,1,0.1
100,96,86,1,0.1
200,96,177,1,0.1
2000,96,1820,1,0.1
10000,96,9002,1,0.1
20000,96,18030,1,0.1
40000,96,36029,1,0.1
60000,96,53849,1,0.1
80000,96,72081,1,0.1
100000,96,89807,1,0.1
2,97,1,1,0.1
3,97,3,1,0.1
100,97,88,1,0.1
200,97,176,1,0.1
2000,97,1826,1,0.1
10000,97,9014,1,0.1
20000,97,18042,1,0.1
40000,97,36047,1,0.1
60000,97,53927,1,0.1
80000,97,72032,1,0.1
100000,97,90141,1,0.1
2,98,2,1,0.1
3,98,2,1,0.1
100,98,92,1,0.1
200,98,183,1,0.1
2000,98,1805,1,0.1
10000,98,8974,1,0.1
20000,98,17981,1,0.1
40000,98,35972,1,0.1
60000,98,54010,1,0.1
80000,98,71995,1,0.1
100000,98,90095,1,0.1
2,99,2,1,0.1
3,99,2,1,0.1
100,99,92,1,0.1
200,99,179,1,0.1
2000,99,1795,1,0.1
10000,99,9000,1,0.1
20000,99,18014,1,0.1
40000,99,35994,1,0.1
60000,99,53990,1,0.1
80000,99,71960,1,0.1
100000,99,90088,1,0.1
2,100,2,1,0.1
3,100,3,1,0.1
100,100,94,1,0.1
200,100,179,1,0.1
2000,100,1785,1,0.1
10000,100,8979,1,0.1
20000,100,18062,1,0.1
40000,100,35971,1,0.1
60000,100,53938,1,0.1
80000,100,72122,1,0.1
100000,100,90018,1,0.1
